src,edge_attr,dst
"‘So used to seeing us winning’: Healy denies Aussie era ending after India loss, calls for more Tests","Similar metadata record: UK View: ‘A bridge too far’ – Boycott, former greats tear into ‘dysfunctional’ Poms with World Cup defence all but dead and ‘So used to seeing us winning’: Healy denies Aussie era ending after India loss, calls for more Tests","UK View: ‘A bridge too far’ – Boycott, former greats tear into ‘dysfunctional’ Poms with World Cup defence all but dead"
"What USMNT can expect from Julian Nagelsmann, Germany in first match for new manager","Similar metadata record: UK View: ‘A bridge too far’ – Boycott, former greats tear into ‘dysfunctional’ Poms with World Cup defence all but dead and What USMNT can expect from Julian Nagelsmann, Germany in first match for new manager","UK View: ‘A bridge too far’ – Boycott, former greats tear into ‘dysfunctional’ Poms with World Cup defence all but dead"
"USA vs Germany player ratings: USMNT defensive errors blight positive performance by Pulisic, Weah","Similar metadata record: UK View: ‘A bridge too far’ – Boycott, former greats tear into ‘dysfunctional’ Poms with World Cup defence all but dead and USA vs Germany player ratings: USMNT defensive errors blight positive performance by Pulisic, Weah","UK View: ‘A bridge too far’ – Boycott, former greats tear into ‘dysfunctional’ Poms with World Cup defence all but dead"
NASCAR Might Have Just Saved Themselves With the $7.7 Billion Media Rights Deal,Similar metadata record: ICC World Cup 2023: India at Cricket World Cup semi-finals so far and NASCAR Might Have Just Saved Themselves With the $7.7 Billion Media Rights Deal,ICC World Cup 2023: India at Cricket World Cup semi-finals so far
IND vs AUS Head-to-Head Record in ODI World Cup: Check India vs Australia match stats in World Cup Finals and ODI series,Similar metadata record: ICC World Cup 2023: India at Cricket World Cup semi-finals so far and IND vs AUS Head-to-Head Record in ODI World Cup: Check India vs Australia match stats in World Cup Finals and ODI series,ICC World Cup 2023: India at Cricket World Cup semi-finals so far
Liverpool vs Everton begins epic Saturday with World Cup semi-final as well as Chelsea vs Arsenal – and it could end with a bang,Similar metadata record: ICC World Cup 2023: India at Cricket World Cup semi-finals so far and Liverpool vs Everton begins epic Saturday with World Cup semi-final as well as Chelsea vs Arsenal – and it could end with a bang,ICC World Cup 2023: India at Cricket World Cup semi-finals so far
"IPL 2024 Auction Live: Starc, Cummins in spotlight as Dubai set for ‘richie-rich’ carnival","Similar metadata record: ICC World Cup 2023: India at Cricket World Cup semi-finals so far and IPL 2024 Auction Live: Starc, Cummins in spotlight as Dubai set for ‘richie-rich’ carnival",ICC World Cup 2023: India at Cricket World Cup semi-finals so far
West Indies clinch T20 series after Shai Hope edges hosts past England total,Similar metadata record: ICC World Cup 2023: India at Cricket World Cup semi-finals so far and West Indies clinch T20 series after Shai Hope edges hosts past England total,ICC World Cup 2023: India at Cricket World Cup semi-finals so far
"When was the first Cricket World Cup? History, winners' list and tournament details ahead of 2023 men's ODI showpiece","Similar metadata record: ICC World Cup 2023: India at Cricket World Cup semi-finals so far and When was the first Cricket World Cup? History, winners' list and tournament details ahead of 2023 men's ODI showpiece",ICC World Cup 2023: India at Cricket World Cup semi-finals so far
"‘So used to seeing us winning’: Healy denies Aussie era ending after India loss, calls for more Tests","Similar metadata record: ICC World Cup 2023: India at Cricket World Cup semi-finals so far and ‘So used to seeing us winning’: Healy denies Aussie era ending after India loss, calls for more Tests",ICC World Cup 2023: India at Cricket World Cup semi-finals so far
"ICC World Cup 2023 Most Runs and Wickets: Full List of top 10 batsmen and bowlers in 2023 edition of cricket World Cup, Know where Virat Kohli, Rohit Sharma, Shami, Bumrah, rank","Similar metadata record: ICC World Cup 2023: India at Cricket World Cup semi-finals so far and ICC World Cup 2023 Most Runs and Wickets: Full List of top 10 batsmen and bowlers in 2023 edition of cricket World Cup, Know where Virat Kohli, Rohit Sharma, Shami, Bumrah, rank",ICC World Cup 2023: India at Cricket World Cup semi-finals so far
India to be one of world's fastest growing economies over next decade,Similar metadata record: ICC World Cup 2023: India at Cricket World Cup semi-finals so far and India to be one of world's fastest growing economies over next decade,ICC World Cup 2023: India at Cricket World Cup semi-finals so far
"Israel's blockade of Gaza means that a region the size of Philadelphia faces a real risk of starvation, says Peace Studies scholar","Similar metadata record: &#039;Massive intel failure by Mossad&#039;: Hamas&#039; surprise attack on Israel shocks internet and Israel's blockade of Gaza means that a region the size of Philadelphia faces a real risk of starvation, says Peace Studies scholar",&#039;Massive intel failure by Mossad&#039;: Hamas&#039; surprise attack on Israel shocks internet
"Gen Z just saw the worst war in Israel in 50 years break out all over the internet, but they were raised on 'disturbing images'","Similar metadata record: &#039;Massive intel failure by Mossad&#039;: Hamas&#039; surprise attack on Israel shocks internet and Gen Z just saw the worst war in Israel in 50 years break out all over the internet, but they were raised on 'disturbing images'",&#039;Massive intel failure by Mossad&#039;: Hamas&#039; surprise attack on Israel shocks internet
WebSummit derailed by founder’s public fight with those supporting Israel in Hamas conflict,Similar metadata record: &#039;Massive intel failure by Mossad&#039;: Hamas&#039; surprise attack on Israel shocks internet and WebSummit derailed by founder’s public fight with those supporting Israel in Hamas conflict,&#039;Massive intel failure by Mossad&#039;: Hamas&#039; surprise attack on Israel shocks internet
Meta says it’s prioritizing livestreaming checks during Israel-Hamas war,Similar metadata record: &#039;Massive intel failure by Mossad&#039;: Hamas&#039; surprise attack on Israel shocks internet and Meta says it’s prioritizing livestreaming checks during Israel-Hamas war,&#039;Massive intel failure by Mossad&#039;: Hamas&#039; surprise attack on Israel shocks internet
How Chinese firm linked to repression of Uyghurs aids Israeli surveillance in West Bank,Similar metadata record: &#039;Massive intel failure by Mossad&#039;: Hamas&#039; surprise attack on Israel shocks internet and How Chinese firm linked to repression of Uyghurs aids Israeli surveillance in West Bank,&#039;Massive intel failure by Mossad&#039;: Hamas&#039; surprise attack on Israel shocks internet
Israel thwarts Hamas on the financial battlefield,Similar metadata record: &#039;Massive intel failure by Mossad&#039;: Hamas&#039; surprise attack on Israel shocks internet and Israel thwarts Hamas on the financial battlefield,&#039;Massive intel failure by Mossad&#039;: Hamas&#039; surprise attack on Israel shocks internet
Palestine’s growing tech industry has been literally blown apart by Israel’s war on Hamas,Similar metadata record: &#039;Massive intel failure by Mossad&#039;: Hamas&#039; surprise attack on Israel shocks internet and Palestine’s growing tech industry has been literally blown apart by Israel’s war on Hamas,&#039;Massive intel failure by Mossad&#039;: Hamas&#039; surprise attack on Israel shocks internet
'Too big to fail' Egypt faces economic crisis but has an anti-Gaza refugee policy. Israel and the U.S. hope that will change,"Similar metadata record: Israel's blockade of Gaza means that a region the size of Philadelphia faces a real risk of starvation, says Peace Studies scholar and 'Too big to fail' Egypt faces economic crisis but has an anti-Gaza refugee policy. Israel and the U.S. hope that will change","Israel's blockade of Gaza means that a region the size of Philadelphia faces a real risk of starvation, says Peace Studies scholar"
Israel thwarts Hamas on the financial battlefield,"Similar metadata record: Israel's blockade of Gaza means that a region the size of Philadelphia faces a real risk of starvation, says Peace Studies scholar and Israel thwarts Hamas on the financial battlefield","Israel's blockade of Gaza means that a region the size of Philadelphia faces a real risk of starvation, says Peace Studies scholar"
Palestine’s growing tech industry has been literally blown apart by Israel’s war on Hamas,"Similar metadata record: Israel's blockade of Gaza means that a region the size of Philadelphia faces a real risk of starvation, says Peace Studies scholar and Palestine’s growing tech industry has been literally blown apart by Israel’s war on Hamas","Israel's blockade of Gaza means that a region the size of Philadelphia faces a real risk of starvation, says Peace Studies scholar"
How queerness became calamity in Tears of the Kingdom,Similar metadata record: The obsessive tormenter who made professors’ lives miserable and How queerness became calamity in Tears of the Kingdom,The obsessive tormenter who made professors’ lives miserable
Potential Conor McGregor Fight Could Help Canelo Alvarez Come a Step Closer to Surpass Floyd Mayweather’s Net Worth and His Billionaire Status,"Similar metadata record: Day of Reckoning -- featuring Anthony Joshua, Deontay Wilder: Predictions, undercard, odds, picks, start time and Potential Conor McGregor Fight Could Help Canelo Alvarez Come a Step Closer to Surpass Floyd Mayweather’s Net Worth and His Billionaire Status","Day of Reckoning -- featuring Anthony Joshua, Deontay Wilder: Predictions, undercard, odds, picks, start time"
Showtime Boxing to take final 10-count: Top 5 greatest fights revisited,"Similar metadata record: Day of Reckoning -- featuring Anthony Joshua, Deontay Wilder: Predictions, undercard, odds, picks, start time and Showtime Boxing to take final 10-count: Top 5 greatest fights revisited","Day of Reckoning -- featuring Anthony Joshua, Deontay Wilder: Predictions, undercard, odds, picks, start time"
